3b7e962f	93cefec12b2c	-2.458162
3b7e962f	3d27e08f9aef	-2.0004444
3b7e962f	4936a153dbdb	-1.3060373
3b7e962f	5ff6b9a03413	-1.3529339
3b7e962f	26f64577015d	-1.6636688
3b7e962f	f8c277b7b8b2	-1.9665571
3b7e962f	ea7965b46290	-1.5027895
3b7e962f	168f55096bae	-0.99192923
3b7e962f	438b888ebb82	-0.94581765
3b7e962f	b5781b51bdc3	-0.94581765
3b7e962f	547f03e84f40	-1.1968381
3b7e962f	6a631328721e	-1.3312443
3b7e962f	ccba46b7356f	-0.93275875
3b7e962f	1869df14e3fe	-1.2772865
3b7e962f	4cbe52f2d333	-0.8751731
3b7e962f	e460ca8b0faf	0.71690273
3b7e962f	499f1618dd87	0.6237823
3b7e962f	9da817ca9ab6	0.11704646
3b7e962f	b1d1a0c03b82	-0.44109237
3b7e962f	d8eace27560d	-0.92102146
3b7e962f	893b2603cba7	-0.92119884
3b7e962f	9f501798180e	-0.92119884
3b7e962f	35f44d78ed42	-0.92119884
3b7e962f	fa1e4860f32e	-0.9969426
3b7e962f	c6a5f6246d7e	-1.1252841
3b7e962f	6da67dd6ac4c	-1.1252841
3b7e962f	7f4be94b2e6c	-1.1252841
3b7e962f	9406a6e04bf6	-1.1252841
3b7e962f	1773df437b4e	-1.0899645
3b7e962f	7d051c92eade	-1.1252841
3b7e962f	449bbcad60da	-1.0899645
3b7e962f	3ee13a573717	-1.1252841
3b7e962f	2b156a3078f3	-1.1252841
3b7e962f	dfa81b1e3b4b	-1.1252841
3b7e962f	699573d89e0d	-1.1252841
3b7e962f	24fc76fb7f10	-1.1252841
3b7e962f	611e23ce2a62	-1.1252841
3b7e962f	b416c5516ea6	-1.1252841
3b7e962f	899510d6a08d	-1.1252841
3b7e962f	73196ec6b9d7	0.27138242
46ff29c0	93cefec12b2c	-2.3766007
46ff29c0	33b822a9f3d4	-1.8417257
46ff29c0	88f78e7c8913	-1.8010379
46ff29c0	043f8697fecc	-1.804252
46ff29c0	d647b318cc53	-1.3639767
46ff29c0	e52f22ea5a35	-0.99248034
46ff29c0	472ae5b7baa4	-1.0166374
46ff29c0	4b68d8f6fbea	-0.7821393
46ff29c0	2353a70b9df3	-0.8752598
46ff29c0	997fe53f0152	-0.9456554
46ff29c0	4e64e733c89c	-0.81464225
46ff29c0	487065b9321a	-1.3798404
46ff29c0	c8985c3aea43	-0.21505831
46ff29c0	2bf3149d88d3	-0.8154059
46ff29c0	87ffaea8cf67	-0.95224684
46ff29c0	9357025281e7	-0.6863346
46ff29c0	eb03031bc417	0.26778266
46ff29c0	134f8da6a437	-0.54845434
46ff29c0	e64bb0e9b32d	-0.96098006
